carat,cut,color,clarity,depth,table,price,x,y,z,price_log,carat_log,volume,price_per_carat,dimension_ratio,carat_category,cut_enc,color_enc,clarity_enc,carat_category_enc,cluster,pca1,pca2,cluster_name
0.33,Ideal,I,IF,61.6,55.0,73953.0,4.47,4.46,2.75,11.21119855727786,0.2851789422336624,54.82455,224100.0,1.6236363636363635,Light,4,1,7,1,2,-2.6368293009361246,-1.7361286808223229,Affordable Small Diamonds
0.33,Premium,I,IF,59.0,61.0,73953.0,4.56,4.49,2.67,11.21119855727786,0.2851789422336624,54.666647999999995,224100.0,1.6947565543071164,Light,3,1,7,1,2,-2.2152887149182305,1.0203691665485686,Affordable Small Diamonds
0.33,Premium,I,IF,62.1,58.0,73953.0,4.43,4.39,2.74,11.21119855727786,0.2851789422336624,53.286697999999994,224100.0,1.6094890510948905,Light,3,1,7,1,2,-2.413167914802026,-0.32091239712728614,Affordable Small Diamonds
0.33,Ideal,I,IF,62.2,56.0,73953.0,4.45,4.42,2.76,11.21119855727786,0.2851789422336624,54.28644,224100.0,1.6068840579710149,Light,4,1,7,1,2,-2.5919833142466953,-1.5030928037913056,Affordable Small Diamonds
0.33,Ideal,I,IF,61.4,56.0,73953.0,4.45,4.41,2.72,11.21119855727786,0.2851789422336624,53.378640000000004,224100.0,1.628676470588235,Light,4,1,7,1,2,-2.6297431084862617,-1.389176628574695,Affordable Small Diamonds
0.35,Very Good,G,IF,62.1,54.0,74036.0,4.53,4.57,2.82,11.212320247227957,0.3001045924503381,58.379922,211531.42857142858,1.613475177304965,Light,2,3,7,1,2,-2.543472618923277,-0.8233798137990788,Affordable Small Diamonds
0.36,Ideal,G,VVS1,60.0,56.0,74036.0,4.66,4.69,2.81,11.212320247227957,0.3074846997479606,61.41367400000001,205655.55555555556,1.6637010676156585,Light,4,3,6,1,2,-2.3962817491123474,-0.8922467481554013,Affordable Small Diamonds
0.32,Ideal,E,VVS1,61.2,55.0,74036.0,4.4,4.45,2.71,11.212320247227957,0.2776317365982795,53.061800000000005,231362.5,1.6328413284132843,Light,4,5,6,1,2,-2.9500653905124725,-1.0698808753204179,Affordable Small Diamonds
0.32,Ideal,E,VVS1,61.2,55.0,74036.0,4.41,4.42,2.7,11.212320247227957,0.2776317365982795,52.62894000000001,231362.5,1.635185185185185,Light,4,5,6,1,2,-2.9649173192548472,-1.0668908861562767,Affordable Small Diamonds
0.3,Ideal,F,IF,60.8,56.0,74036.0,4.35,4.36,2.65,11.212320247227957,0.262364264467491,50.2599,246786.6666666667,1.6433962264150945,Light,4,4,7,1,2,-3.0569305397234925,-0.9290282947472613,Affordable Small Diamonds
0.3,Ideal,F,IF,60.9,56.0,74036.0,4.32,4.35,2.64,11.212320247227957,0.262364264467491,49.610879999999995,246786.6666666667,1.6420454545454544,Light,4,4,7,1,2,-3.079728818002914,-0.938104532317837,Affordable Small Diamonds
0.41,Good,H,VVS1,62.6,62.0,74036.0,4.7,4.76,2.96,11.212320247227957,0.3435897043900769,66.22112,180575.60975609758,1.597972972972973,Light,1,2,6,1,2,-1.4401102400305086,2.088059473405472,Affordable Small Diamonds
0.33,Very Good,E,VVS2,59.8,58.7,74119.0,4.47,4.51,2.68,11.213440680399296,0.2851789422336624,54.027995999999995,224603.0303030303,1.6753731343283582,Light,2,5,5,1,2,-2.3708267365662015,1.4709830583892043,Affordable Small Diamonds
0.33,Very Good,E,VVS2,62.3,56.0,74119.0,4.4,4.44,2.75,11.213440680399296,0.2851789422336624,53.72400000000001,224603.0303030303,1.6072727272727272,Light,2,5,5,1,2,-2.5183621013836492,0.29689237771584803,Affordable Small Diamonds
0.33,Ideal,D,VVS2,61.7,55.0,74119.0,4.46,4.49,2.76,11.213440680399296,0.2851789422336624,55.270103999999996,224603.0303030303,1.6213768115942029,Light,4,6,5,1,2,-2.8177266823212763,-0.9070802292873414,Affordable Small Diamonds
0.33,Ideal,F,VVS1,61.9,55.0,74119.0,4.43,4.46,2.75,11.213440680399296,0.2851789422336624,54.33395,224603.0303030303,1.6163636363636364,Light,4,4,6,1,2,-2.796428673061161,-1.2920384751288554,Affordable Small Diamonds
0.33,Ideal,F,VVS1,61.4,55.0,74119.0,4.47,4.52,2.76,11.213440680399296,0.2851789422336624,55.76414399999999,224603.0303030303,1.628623188405797,Light,4,4,6,1,2,-2.752087524631457,-1.2337211385916673,Affordable Small Diamonds
0.33,Ideal,F,VVS1,61.3,55.0,74119.0,4.46,4.48,2.74,11.213440680399296,0.2851789422336624,54.74739200000001,224603.0303030303,1.6313868613138687,Light,4,4,6,1,2,-2.7871576577006514,-1.2137020779111587,Affordable Small Diamonds
0.33,Ideal,F,VVS1,61.1,56.0,74119.0,4.45,4.48,2.73,11.213440680399296,0.2851789422336624,54.42528000000001,224603.0303030303,1.6355311355311355,Light,4,4,6,1,2,-2.741713079929707,-0.8740999257557334,Affordable Small Diamonds
0.33,Ideal,F,VVS1,61.7,54.0,74119.0,4.46,4.49,2.76,11.213440680399296,0.2851789422336624,55.270103999999996,224603.0303030303,1.6213768115942029,Light,4,4,6,1,2,-2.8243268112329942,-1.5816325404073397,Affordable Small Diamonds
0.46,Ideal,I,VS2,62.2,54.7,74119.0,4.95,4.97,3.09,11.213440680399296,0.3784364357202451,76.01863499999999,161128.26086956522,1.6051779935275081,Light,4,1,3,1,2,-1.328137094450598,-1.5419608091346981,Affordable Small Diamonds
0.27,Ideal,D,IF,62.4,56.0,74119.0,4.15,4.12,2.58,11.213440680399296,0.23901690047049992,44.112840000000006,274514.8148148148,1.6027131782945736,Light,4,6,7,1,2,-3.493120986861167,-0.860338091106372,Affordable Small Diamonds
0.34,Premium,E,VS2,62.7,56.0,74119.0,4.51,4.48,2.82,11.213440680399296,0.29266961396282,56.977536,217997.0588235294,1.593971631205674,Light,3,5,3,1,2,-2.2207196111915977,-0.06306786411764258,Affordable Small Diamonds
0.34,Good,H,VVS1,64.0,57.0,74119.0,4.43,4.38,2.82,11.213440680399296,0.29266961396282,54.71758799999999,217997.0588235294,1.5620567375886523,Light,1,2,6,1,2,-2.15762367492865,0.4290160139377647,Affordable Small Diamonds
0.58,Fair,F,I1,65.8,56.0,74119.0,5.23,5.12,3.41,11.213440680399296,0.4574248470388754,91.31161600000001,127791.37931034484,1.5175953079178888,Medium,0,4,0,2,1,-0.184068654609182,1.1802296301010486,Premium Heavy Diamonds
0.58,Fair,F,I1,66.3,55.0,74119.0,5.18,5.1,3.41,11.213440680399296,0.4574248470388754,90.08537999999999,127791.37931034484,1.50733137829912,Medium,0,4,0,2,1,-0.2675425429996541,0.8075828409623531,Premium Heavy Diamonds
0.36,Very Good,E,VS1,60.6,58.0,74202.0,4.61,4.63,2.8,11.214559859604996,0.3074846997479606,59.764039999999994,206116.6666666667,1.6500000000000001,Light,2,5,4,1,2,-2.048134795210776,1.232710276737564,Affordable Small Diamonds
0.41,Ideal,I,VVS2,60.7,57.0,74202.0,4.81,4.84,2.93,11.214559859604996,0.3435897043900769,68.21157199999999,180980.48780487807,1.6467576791808871,Light,4,1,5,1,2,-1.751121808795389,-0.8310724297615067,Affordable Small Diamonds
0.39,Good,G,VVS2,63.4,57.0,74202.0,4.62,4.65,2.94,11.214559859604996,0.3293037471426004,63.16002,190261.53846153847,1.5765306122448979,Light,1,3,5,1,2,-1.7956039060416455,0.6948560320592625,Affordable Small Diamonds
0.39,Ideal,F,VS1,60.9,56.0,74202.0,4.68,4.75,2.87,11.214559859604996,0.3293037471426004,63.80009999999999,190261.53846153847,1.6428571428571428,Light,4,4,4,1,2,-2.106286138669057,-0.6583454681245535,Affordable Small Diamonds
0.39,Premium,F,VS1,61.7,58.0,74202.0,4.69,4.71,2.9,11.214559859604996,0.3293037471426004,64.06071,190261.53846153847,1.620689655172414,Light,3,4,4,1,2,-1.8776179351071418,0.3943908568157982,Affordable Small Diamonds
0.43,Very Good,E,SI1,63.4,56.0,74202.0,4.82,4.8,3.05,11.214559859604996,0.35767444427181594,70.56479999999999,172562.7906976744,1.577049180327869,Light,2,5,2,1,2,-1.4691641972848162,0.41552853434223913,Affordable Small Diamonds
0.38,Ideal,H,VVS1,62.3,53.3,74202.0,4.63,4.66,2.9,11.214559859604996,0.3220834991691133,62.56982,195268.42105263157,1.6017241379310343,Light,4,2,6,1,2,-2.3841801522123185,-2.1697841733195484,Affordable Small Diamonds
0.37,Premium,F,VS2,59.2,61.0,74202.0,4.69,4.63,2.76,11.214559859604996,0.31481073984003355,59.932572,200545.94594594595,1.6884057971014494,Light,3,4,3,1,2,-1.7366235521020623,1.8208445492939496,Affordable Small Diamonds
0.37,Premium,F,VS2,59.7,62.0,74202.0,4.7,4.68,2.8,11.214559859604996,0.31481073984003355,61.58879999999999,200545.94594594595,1.6749999999999998,Light,3,4,3,1,2,-1.6224957073629882,2.0541055987940298,Affordable Small Diamonds
0.37,Premium,F,VS2,60.5,59.0,74202.0,4.67,4.62,2.81,11.214559859604996,0.31481073984003355,60.62687400000001,200545.94594594595,1.6530249110320283,Light,3,4,3,1,2,-1.8209410528265422,1.0200833755825285,Affordable Small Diamonds
0.4,Very Good,F,VS1,63.1,56.0,74285.0,4.68,4.7,2.96,11.215677787648746,0.33647223662121295,65.10816,185712.5,1.5844594594594592,Light,2,4,4,1,2,-1.8419451632603947,0.11702680449968181,Affordable Small Diamonds
0.39,Very Good,F,VS1,63.7,57.0,74285.0,4.63,4.67,2.96,11.215677787648746,0.3293037471426004,64.00141599999999,190474.35897435897,1.570945945945946,Light,2,4,4,1,2,-1.8228513674292341,0.3549143620424802,Affordable Small Diamonds
0.3,Ideal,E,VVS1,60.5,57.0,74285.0,4.34,4.39,2.64,11.215677787648746,0.262364264467491,50.298863999999995,247616.6666666667,1.6534090909090908,Light,4,5,6,1,2,-2.9578902711992936,-0.3318260402430621,Affordable Small Diamonds
0.34,Ideal,G,VVS1,62.5,53.0,74285.0,4.47,4.49,2.8,11.215677787648746,0.29266961396282,56.196839999999995,218485.29411764705,1.6000000000000003,Light,4,3,6,1,2,-2.740613973124214,-2.1256618545672024,Affordable Small Diamonds
0.3,Premium,E,VVS1,60.0,60.0,74285.0,4.35,4.38,2.62,11.215677787648746,0.262364264467491,49.918859999999995,247616.6666666667,1.666030534351145,Light,3,5,6,1,2,-2.7032826662076053,1.2110005504476316,Affordable Small Diamonds
0.3,Very Good,G,IF,62.9,58.0,74285.0,4.21,4.25,2.66,11.215677787648746,0.262364264467491,47.594049999999996,247616.6666666667,1.5902255639097744,Light,2,3,7,1,2,-2.7322527442529987,0.39153787787028294,Affordable Small Diamonds
0.3,Ideal,E,VVS1,61.4,56.0,74285.0,4.33,4.37,2.67,11.215677787648746,0.262364264467491,50.522007,247616.6666666667,1.6292134831460674,Light,4,5,6,1,2,-3.000777521146663,-0.7653581177459369,Affordable Small Diamonds
0.3,Ideal,E,VVS1,61.2,57.0,74285.0,4.33,4.36,2.66,11.215677787648746,0.262364264467491,50.217608000000006,247616.6666666667,1.6334586466165415,Light,4,5,6,1,2,-2.955200610028921,-0.42572315477916406,Affordable Small Diamonds
0.3,Very Good,G,IF,62.8,57.0,74285.0,4.27,4.3,2.69,11.215677787648746,0.262364264467491,49.39108999999999,247616.6666666667,1.5929368029739779,Light,2,3,7,1,2,-2.7248160826620413,0.08199037353398636,Affordable Small Diamonds
0.3,Very Good,G,IF,63.0,53.0,74285.0,4.24,4.3,2.69,11.215677787648746,0.262364264467491,49.044079999999994,247616.6666666667,1.587360594795539,Light,2,3,7,1,2,-2.9683720815086203,-1.1851333483312283,Affordable Small Diamonds
0.3,Premium,E,VVS1,61.3,59.0,74285.0,4.28,4.33,2.64,11.215677787648746,0.262364264467491,48.92553600000001,247616.6666666667,1.630681818181818,Light,3,5,6,1,2,-2.7874874790263884,0.7317546753731803,Affordable Small Diamonds
0.3,Good,G,IF,63.5,55.0,74285.0,4.26,4.28,2.71,11.215677787648746,0.262364264467491,49.410888,247616.6666666667,1.5756457564575643,Light,1,3,7,1,2,-2.736433522137481,-0.09286790665977729,Affordable Small Diamonds
0.3,Very Good,G,IF,61.0,62.0,74285.0,4.32,4.34,2.64,11.215677787648746,0.262364264467491,49.496832,247616.6666666667,1.6401515151515151,Light,2,3,7,1,2,-2.4451912589364326,1.877277464537158,Affordable Small Diamonds
0.4,Ideal,E,VVS2,61.1,57.0,74285.0,4.77,4.79,2.92,11.215677787648746,0.33647223662121295,66.717036,185712.5,1.636986301369863,Light,4,5,5,1,2,-2.176798491281201,-0.40453675582462195,Affordable Small Diamonds
0.34,Ideal,G,VVS1,62.1,57.0,74285.0,4.45,4.47,2.77,11.215677787648746,0.29266961396282,55.099455,218485.29411764705,1.6101083032490975,Light,4,3,6,1,2,-2.548482214469276,-0.8222897992267884,Affordable Small Diamonds
0.3,Ideal,G,IF,62.1,55.0,74285.0,4.31,4.35,2.69,11.215677787648746,0.262364264467491,50.43346499999999,247616.6666666667,1.6096654275092936,Light,4,3,7,1,2,-3.0048203222348073,-1.5338403542133847,Affordable Small Diamonds
0.3,Ideal,E,VVS1,60.6,57.0,74285.0,4.33,4.35,2.63,11.215677787648746,0.262364264467491,49.537364999999994,247616.6666666667,1.6501901140684412,Light,4,5,6,1,2,-2.984552646683089,-0.3401024790919608,Affordable Small Diamonds
0.3,Premium,G,IF,60.0,59.0,74285.0,4.32,4.34,2.6,11.215677787648746,0.262364264467491,48.74688,247616.6666666667,1.6653846153846155,Light,3,3,7,1,2,-2.752634611031969,0.5444666948961211,Affordable Small Diamonds
0.3,Ideal,G,IF,62.6,57.0,74285.0,4.28,4.32,2.69,11.215677787648746,0.262364264467491,49.737024000000005,247616.6666666667,1.5985130111524166,Light,4,3,7,1,2,-2.90956048223038,-0.9753398398132126,Affordable Small Diamonds
0.3,Good,G,IF,63.8,55.0,74285.0,4.24,4.28,2.72,11.215677787648746,0.262364264467491,49.36038400000001,247616.6666666667,1.566176470588235,Light,1,3,7,1,2,-2.735707447395533,-0.13316401130120517,Affordable Small Diamonds
0.3,Ideal,E,VVS1,61.8,56.0,74285.0,4.3,4.31,2.66,11.215677787648746,0.262364264467491,49.297779999999996,247616.6666666667,1.6184210526315788,Light,4,5,6,1,2,-3.0416980839776837,-0.8109734828834699,Affordable Small Diamonds
0.34,Ideal,G,VVS1,62.1,55.0,74285.0,4.46,4.49,2.78,11.215677787648746,0.29266961396282,55.670612,218485.29411764705,1.6097122302158273,Light,4,3,6,1,2,-2.6454637203375584,-1.4471589165439847,Affordable Small Diamonds
0.3,Ideal,G,IF,61.7,55.0,74285.0,4.31,4.34,2.67,11.215677787648746,0.262364264467491,49.943417999999994,247616.6666666667,1.6198501872659175,Light,4,3,7,1,2,-3.0257646013035755,-1.4765151780555892,Affordable Small Diamonds
0.3,Ideal,G,IF,60.9,57.0,74285.0,4.29,4.32,2.62,11.215677787648746,0.262364264467491,48.55593600000001,247616.6666666667,1.6431297709923662,Light,4,3,7,1,2,-2.966675223021658,-0.7377626963331299,Affordable Small Diamonds
0.3,Premium,G,IF,61.6,60.0,74285.0,4.29,4.32,2.65,11.215677787648746,0.262364264467491,49.111920000000005,247616.6666666667,1.6245283018867924,Light,3,3,7,1,2,-2.668480140157604,0.6367469105246026,Affordable Small Diamonds
0.3,Very Good,G,IF,62.8,57.0,74285.0,4.28,4.32,2.7,11.215677787648746,0.262364264467491,49.921920000000014,247616.6666666667,1.5925925925925928,Light,2,3,7,1,2,-2.705570723328101,0.07833182889355923,Affordable Small Diamonds
0.3,Ideal,E,VVS1,60.1,57.0,74285.0,4.38,4.41,2.64,11.215677787648746,0.262364264467491,50.993712,247616.6666666667,1.664772727272727,Light,4,5,6,1,2,-2.935950401008617,-0.28248650884240645,Affordable Small Diamonds
0.3,Ideal,E,VVS1,61.5,57.0,74285.0,4.33,4.35,2.67,11.215677787648746,0.262364264467491,50.290785,247616.6666666667,1.6254681647940075,Light,4,5,6,1,2,-2.9500811046954083,-0.4666878148968779,Affordable Small Diamonds
0.3,Ideal,G,IF,61.4,57.0,74285.0,4.33,4.37,2.67,11.215677787648746,0.262364264467491,50.522007,247616.6666666667,1.6292134831460674,Light,4,3,7,1,2,-2.8911507848561593,-0.8186998561891659,Affordable Small Diamonds
0.3,Ideal,G,IF,62.0,56.0,74285.0,4.3,4.31,2.67,11.215677787648746,0.262364264467491,49.48310999999999,247616.6666666667,1.6123595505617976,Light,4,3,7,1,2,-2.9817770227028912,-1.203216007194491,Affordable Small Diamonds
0.3,Premium,G,IF,60.2,58.0,74285.0,4.35,4.39,2.63,11.215677787648746,0.262364264467491,50.22379499999999,247616.6666666667,1.6615969581749046,Light,3,3,7,1,2,-2.755459706237065,0.1968132763608595,Affordable Small Diamonds
0.32,Ideal,F,VVS1,61.9,56.0,74285.0,4.41,4.44,2.74,11.215677787648746,0.2776317365982795,53.650296000000004,232140.625,1.6149635036496353,Light,4,4,6,1,2,-2.77219262576746,-0.9750803432693783,Affordable Small Diamonds
0.4,Ideal,D,VS2,62.8,57.0,74285.0,4.68,4.72,2.95,11.215677787648746,0.33647223662121295,65.16431999999999,185712.5,1.5932203389830506,Light,4,6,3,1,2,-2.0319177771011003,-0.250157569597765,Affordable Small Diamonds
0.39,Ideal,F,VS1,62.5,57.0,74285.0,4.66,4.69,2.92,11.215677787648746,0.3293037471426004,63.81776800000001,190474.35897435897,1.6010273972602742,Light,4,4,4,1,2,-2.0343856261418023,-0.5638299103877793,Affordable Small Diamonds
0.5,Ideal,I,SI2,62.2,53.0,74285.0,5.11,5.14,3.19,11.215677787648746,0.4054651081081644,83.786626,148570.0,1.6065830721003136,Light,4,1,1,1,2,-0.908586079643077,-1.858849512844715,Affordable Small Diamonds
0.5,Ideal,J,SI1,62.3,55.0,74285.0,5.07,5.11,3.17,11.215677787648746,0.4054651081081644,82.127409,148570.0,1.6056782334384858,Light,4,0,2,1,2,-0.8764527627596461,-1.489455929056524,Affordable Small Diamonds
0.39,Ideal,I,IF,62.3,54.0,74285.0,4.69,4.71,2.93,11.215677787648746,0.3293037471426004,64.72340700000001,190474.35897435897,1.6040955631399316,Light,4,1,7,1,2,-2.308789125530115,-2.213098259119341,Affordable Small Diamonds
0.35,Premium,I,SI1,62.5,58.0,39176.0,4.49,4.53,2.82,10.575845118888516,0.3001045924503381,57.357954,111931.42857142858,1.599290780141844,Light,3,1,2,1,2,-1.5738152328729835,0.23934894826354455,Affordable Small Diamonds
0.3,Good,H,SI2,63.9,56.0,39259.0,4.27,4.24,2.72,10.577961467830452,0.262364264467491,49.245056,130863.33333333334,1.5643382352941175,Light,1,2,1,1,2,-1.7732433020095806,0.8204322208712125,Affordable Small Diamonds
0.3,Premium,H,SI2,60.9,59.0,39259.0,4.35,4.32,2.64,10.577961467830452,0.262364264467491,49.610879999999995,130863.33333333334,1.6420454545454544,Light,3,2,1,1,2,-1.806395340109591,1.0728072884145623,Affordable Small Diamonds
0.3,Premium,J,VS2,62.2,58.0,39259.0,4.3,4.28,2.67,10.577961467830452,0.262364264467491,49.13868,130863.33333333334,1.606741573033708,Light,3,0,3,1,2,-1.9553222816584959,0.09713708759417054,Affordable Small Diamonds
0.3,Premium,J,VS2,61.6,61.0,39259.0,4.33,4.28,2.65,10.577961467830452,0.262364264467491,49.11086,130863.33333333334,1.6245283018867924,Light,3,0,3,1,2,-1.786695230583826,1.1102465221798146,Affordable Small Diamonds
0.3,Premium,J,VS2,60.6,59.0,39259.0,4.38,4.34,2.64,10.577961467830452,0.262364264467491,50.184288,130863.33333333334,1.6515151515151512,Light,3,0,3,1,2,-1.8719758769284578,0.6166462564987027,Affordable Small Diamonds
0.3,Very Good,J,VS2,63.4,57.0,39259.0,4.26,4.22,2.69,10.577961467830452,0.262364264467491,48.35866799999999,130863.33333333334,1.576208178438662,Light,2,0,3,1,2,-1.9339220776285904,0.17090821256117755,Affordable Small Diamonds
0.36,Premium,G,SI2,60.8,58.0,39259.0,4.57,4.61,2.79,10.577961467830452,0.3074846997479606,58.77888300000001,109052.77777777778,1.6451612903225805,Light,3,3,1,1,2,-1.5823076195548902,0.8221419045075996,Affordable Small Diamonds
0.3,Very Good,H,VS2,60.9,61.0,39259.0,4.32,4.35,2.64,10.577961467830452,0.262364264467491,49.610879999999995,130863.33333333334,1.6420454545454544,Light,2,2,3,1,2,-1.864000724489827,1.9771998785048839,Affordable Small Diamonds
0.3,Premium,H,VS2,62.3,58.0,39259.0,4.31,4.33,2.69,10.577961467830452,0.262364264467491,50.201586999999996,130863.33333333334,1.6059479553903346,Light,3,2,3,1,2,-2.1032498134809767,0.31147930746104807,Affordable Small Diamonds
0.36,Premium,G,SI2,62.4,58.0,39259.0,4.56,4.58,2.85,10.577961467830452,0.3074846997479606,59.521679999999996,109052.77777777778,1.6035087719298247,Light,3,3,1,1,2,-1.5451464163968374,0.6016594541665808,Affordable Small Diamonds
0.3,Premium,I,VS1,60.3,58.0,39259.0,4.32,4.34,2.61,10.577961467830452,0.262364264467491,48.934368,130863.33333333334,1.6590038314176245,Light,3,1,4,1,2,-2.2075339703111965,0.34362181510041395,Affordable Small Diamonds
0.3,Very Good,H,VS2,62.7,59.0,39259.0,4.22,4.26,2.66,10.577961467830452,0.262364264467491,47.819351999999995,130863.33333333334,1.593984962406015,Light,2,2,3,1,2,-2.0314147590054863,1.125372835914432,Affordable Small Diamonds
0.3,Very Good,I,VS1,63.0,53.0,39259.0,4.26,4.31,2.7,10.577961467830452,0.262364264467491,49.57362,130863.33333333334,1.587037037037037,Light,2,1,4,1,2,-2.355028584737482,-1.0372998384009344,Affordable Small Diamonds
0.3,Premium,H,VS2,62.5,59.0,39259.0,4.23,4.28,2.66,10.577961467830452,0.262364264467491,48.15770400000001,130863.33333333334,1.5996240601503762,Light,3,2,3,1,2,-2.1183681579153855,0.6090262066853235,Affordable Small Diamonds
0.3,Ideal,I,VS1,62.5,57.0,39259.0,4.29,4.32,2.69,10.577961467830452,0.262364264467491,49.853232000000006,130863.33333333334,1.600371747211896,Light,4,1,4,1,2,-2.3121740925412944,-0.8111786246541842,Affordable Small Diamonds
0.3,Premium,H,VS2,61.8,60.0,39259.0,4.26,4.31,2.65,10.577961467830452,0.262364264467491,48.65559,130863.33333333334,1.616981132075472,Light,3,2,3,1,2,-2.0476954577018796,1.0106370508297124,Affordable Small Diamonds
0.3,Very Good,I,VS1,62.9,58.0,39259.0,4.26,4.29,2.69,10.577961467830452,0.262364264467491,49.16082599999999,130863.33333333334,1.5892193308550187,Light,2,1,4,1,2,-2.0802861954671825,0.5320871093310707,Affordable Small Diamonds
0.3,Very Good,I,VS1,60.8,59.0,39259.0,4.3,4.32,2.62,10.577961467830452,0.262364264467491,48.66912000000001,130863.33333333334,1.6450381679389314,Light,2,1,4,1,2,-2.057479966813471,1.1295762597388457,Affordable Small Diamonds
0.3,Very Good,H,VS2,62.5,58.0,39259.0,4.26,4.28,2.67,10.577961467830452,0.262364264467491,48.681576,130863.33333333334,1.599250936329588,Light,2,2,3,1,2,-2.0591805638305214,0.8358115814472967,Affordable Small Diamonds
0.3,Premium,I,VS1,61.7,58.0,39259.0,4.27,4.32,2.65,10.577961467830452,0.262364264467491,48.88296,130863.33333333334,1.620754716981132,Light,3,1,4,1,2,-2.1984228841128766,0.15499497649518532,Affordable Small Diamonds
0.3,Very Good,H,VS2,61.1,61.0,39259.0,4.31,4.33,2.64,10.577961467830452,0.262364264467491,49.268471999999996,130863.33333333334,1.6363636363636365,Light,2,2,3,1,2,-1.8748383262383674,1.9525629236159032,Affordable Small Diamonds
0.3,Good,H,VS2,63.5,54.0,39259.0,4.27,4.3,2.72,10.577961467830452,0.262364264467491,49.941919999999996,130863.33333333334,1.5753676470588234,Light,1,2,3,1,2,-2.139285880608822,-0.009273197920785625,Affordable Small Diamonds
0.3,Good,H,VS2,63.5,59.0,39259.0,4.2,4.27,2.69,10.577961467830452,0.262364264467491,48.242459999999994,130863.33333333334,1.574349442379182,Light,1,2,3,1,2,-1.9111128928902474,1.5553318015460091,Affordable Small Diamonds
0.3,Ideal,I,VS1,61.0,56.0,39259.0,4.35,4.37,2.66,10.577961467830452,0.262364264467491,50.56527,130863.33333333334,1.639097744360902,Light,4,1,4,1,2,-2.3568649997548996,-0.924146456439461,Affordable Small Diamonds
0.36,Premium,G,SI2,59.3,59.0,39259.0,4.62,4.66,2.75,10.577961467830452,0.3074846997479606,59.2053,109052.77777777778,1.6872727272727275,Light,3,3,1,1,2,-1.521759493104274,1.332574835841556,Affordable Small Diamonds
0.3,Ideal,I,VS1,62.5,54.0,39259.0,4.29,4.32,2.69,10.577961467830452,0.262364264467491,49.853232000000006,130863.33333333334,1.600371747211896,Light,4,1,4,1,2,-2.4865143903446274,-1.7429944836693378,Affordable Small Diamonds
0.3,Very Good,H,VS2,60.9,61.0,39259.0,4.27,4.3,2.61,10.577961467830452,0.262364264467491,47.92220999999999,130863.33333333334,1.6417624521072798,Light,2,2,3,1,2,-1.9261302330832115,1.988844067902451,Affordable Small Diamonds
0.3,Very Good,I,VS1,60.4,58.0,39259.0,4.34,4.4,2.64,10.577961467830452,0.262364264467491,50.41344,130863.33333333334,1.6553030303030303,Light,2,1,4,1,2,-2.055427477249622,0.8609277938975671,Affordable Small Diamonds
0.3,Premium,I,VS1,59.8,60.0,39259.0,4.34,4.36,2.6,10.577961467830452,0.262364264467491,49.19824,130863.33333333334,1.673076923076923,Light,3,1,4,1,2,-2.0854566753471495,1.0304668135952255,Affordable Small Diamonds
0.4,Very Good,H,VS2,63.1,62.0,74285.0,4.75,4.66,2.97,11.215677787648746,0.33647223662121295,65.74095000000001,185712.5,1.5841750841750841,Light,2,2,3,1,2,-1.1504856543491049,1.8709529522465291,Affordable Small Diamonds
0.36,Ideal,F,VVS2,62.4,55.0,74368.0,4.54,4.57,2.84,11.21679446732484,0.3074846997479606,58.923752,206577.77777777778,1.6038732394366197,Light,4,4,5,1,2,-2.4726711223351785,-1.2653727948553861,Affordable Small Diamonds
0.36,Ideal,F,VVS2,61.5,56.0,74368.0,4.58,4.61,2.82,11.21679446732484,0.3074846997479606,59.540916,206577.77777777778,1.6294326241134756,Light,4,4,5,1,2,-2.4020163185643337,-0.8369019945682065,Affordable Small Diamonds
0.36,Ideal,F,VVS2,61.7,57.0,74368.0,4.58,4.61,2.83,11.21679446732484,0.3074846997479606,59.75205400000001,206577.77777777778,1.6236749116607776,Light,4,4,5,1,2,-2.3354951283778234,-0.5545922077592292,Affordable Small Diamonds
0.37,Ideal,E,VVS2,61.8,54.0,74368.0,4.61,4.64,2.86,11.21679446732484,0.31481073984003355,61.176544,200994.5945945946,1.6171328671328673,Light,4,5,5,1,2,-2.546837413893282,-1.3930297128558553,Affordable Small Diamonds
0.37,Ideal,E,VVS2,62.5,53.0,74368.0,4.59,4.63,2.88,11.21679446732484,0.31481073984003355,61.204896,200994.5945945946,1.6006944444444442,Light,4,5,5,1,2,-2.5982647547728495,-1.7982991016406709,Affordable Small Diamonds
0.52,Ideal,J,SI1,61.4,56.4,74368.0,5.15,5.17,3.17,11.21679446732484,0.41871033485818504,84.40283500000001,143015.38461538462,1.6277602523659307,Medium,4,0,2,2,2,-0.7230553431294761,-0.9479803510782122,Affordable Small Diamonds
0.4,Ideal,H,SI1,61.8,57.0,74368.0,4.75,4.77,2.94,11.21679446732484,0.33647223662121295,66.61305,185920.0,1.619047619047619,Light,4,2,2,1,2,-1.4867121449724026,-0.46455516623588106,Affordable Small Diamonds
0.42,Ideal,G,SI1,61.6,56.0,74368.0,4.81,4.84,2.97,11.21679446732484,0.3506568716131694,69.142788,177066.6666666667,1.6245791245791241,Light,4,3,2,1,2,-1.544679824169005,-0.6486058274457331,Affordable Small Diamonds
